date,open,high,low,close,volume,adjclose,mean_sentiment
2021-05-06,127.88999938964844,129.75,127.12999725341795,129.74000549316406,78128300.0,128.9734344482422,-0.016976672960846727
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,78973300.0,129.66053771972656,0.09786642178178136
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859376,126.8499984741211,88071200.0,126.31470489501952,-0.07705551676748845
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,126142800.0,125.3786849975586,-0.3014761833542293
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,112172300.0,122.2519302368164,-0.24762271945566228
2021-05-13,124.58000183105467,126.1500015258789,124.26000213623048,124.97000122070312,105861300.0,124.4426498413086,0.04145860058819027
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.4499969482422,81918000.0,126.91217803955078,0.2668727070443443
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894533,126.2699966430664,74244600.0,125.73715209960938,-0.08262759752882028
2021-05-18,126.55999755859376,126.98999786376952,124.77999877929688,124.8499984741211,63342900.0,124.32315826416016,0.05196381728045451
2021-05-19,123.16000366210938,124.91999816894533,122.86000061035156,124.69000244140624,92612000.0,124.16382598876952,-0.1571034969141086
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859376,76857100.0,126.77276611328124,0.4271377027034759
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,79295400.0,124.90070343017578,-0.15433349199593066
2021-05-24,126.01000213623048,127.94000244140624,125.94000244140624,127.0999984741211,63092900.0,126.56365203857422,0.3045593708132704
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,72009500.0,126.364501953125,0.09347404557694163
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894533,126.8499984741211,56575900.0,126.31470489501952,0.21170877347941752
2021-05-27,126.44000244140624,127.63999938964844,125.08000183105467,125.27999877929688,94625600.0,124.75133514404295,0.15022847708314654
2021-05-28,125.56999969482422,125.8000030517578,124.5500030517578,124.61000061035156,71311100.0,124.08415985107422,0.3162276673441132
2021-06-01,125.08000183105467,125.3499984741211,123.94000244140624,124.27999877929688,67637100.0,123.75554656982422,0.06609394767472884
2021-06-02,124.27999877929688,125.23999786376952,124.0500030517578,125.05999755859376,59278900.0,124.53226470947266,-0.2096229555706183
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341795,123.54000091552734,76229200.0,123.01868438720705,0.041047167032957
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,75169300.0,125.3587646484375,0.16350973304361105
2021-06-07,126.16999816894533,126.31999969482422,124.83000183105467,125.9000015258789,71057600.0,125.36872863769533,0.07681868812036519
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376952,74403800.0,126.2051773071289,-0.058961690507001355
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341795,56877900.0,126.5935287475586,0.13184977410550133
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140624,126.11000061035156,71186400.0,125.57784271240234,-0.029205968293050916
2021-06-11,126.52999877929688,127.44000244140624,126.0999984741211,127.3499984741211,53522400.0,126.81259155273438,-0.14321006700382152
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,96906500.0,129.92938232421875,-0.13732756214504618
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,62746300.0,129.0929412841797,-0.02686733024815718
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,91815000.0,129.6007843017578,-0.13691190202519588
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,96721700.0,131.23385620117188,0.04333456525993015
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,108953300.0,129.90948486328125,0.16809646473266185
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,79663300.0,131.74171447753906,-0.07009008364338014
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,74783600.0,133.41461181640625,-0.007431017775088553
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,60214200.0,133.13580322265625,-0.11487622831249611
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,68711000.0,132.84703063964844,0.12860420976713713
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,70783700.0,132.5482940673828,-0.03911696726249326
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,62111300.0,134.21124267578125,0.26615178470456735
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,64556100.0,135.75469970703125,-0.11915256548672915
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,63261400.0,136.38204956054688,0.03755948591666916
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,52485800.0,136.6907501220703,0.1943324330816234
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,78852600.0,139.36940002441406,0.09315090017422796
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,108181800.0,141.42071533203125,-0.044626000326954664
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,104911600.0,143.95994567871094,0.09444836067291451
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,105575500.0,142.6355438232422,-0.11755615094865579
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,99890800.0,144.49765014648438,0.022103097707701767
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,76299700.0,143.89022827148438,0.043351621716988815
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,100827100.0,145.02542114257812,0.008955846116360707
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,127050800.0,148.52059936523438,0.17663134451334672
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,106820300.0,147.8534393310547,0.07895103683531807
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,93251400.0,145.77224731445312,-0.10240973177766263
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,121434600.0,141.84889221191406,-0.13361564837126197
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,96350000.0,145.53326416015625,0.015962083849722773
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,74993500.0,144.78643798828125,0.06256793751553805
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,77338200.0,146.18052673339844,0.1917322573906465
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,71447400.0,147.93310546875,0.19417023981447543
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,72434100.0,148.36129760742188,-0.12606560322973465
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,104818600.0,146.15065002441406,0.02415855038612161
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,118931200.0,144.3682098388672,-0.06571047349474006
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,56699500.0,145.02542114257812,0.12804505441403177
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,70440600.0,145.24449157714844,-0.15264547512633728
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,62880000.0,144.9059295654297,0.06978075732026366
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,64786600.0,146.7381591796875,0.19096479701817545
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,56368300.0,146.32989501953125,0.031005283597753272
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,46397700.0,146.43942260742188,-0.03821287943778196
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,54126800.0,145.7413330078125,-0.06580548339849737
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,48908700.0,145.69146728515625,-0.2166770500189159
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,69023100.0,145.20281982421875,0.1520173264181484
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,48493500.0,145.4621124267578,-0.019071282994829943
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,72282600.0,148.4838409423828,0.1985129053791752
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,59375000.0,148.69326782226562,-0.033115309679897516
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,103296000.0,150.70774841308594,-0.04253333747202969
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,92229700.0,149.78030395507812,-0.08797302582289704
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,86326000.0,145.9607391357422,-0.17818683421327955
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,86960300.0,146.29981994628906,-0.15407347234514096
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,60549600.0,147.78575134277344,-0.04569698723131105
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,60131800.0,149.30162048339844,0.3112639732252078
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,48606400.0,149.2118377685547,0.04025051445369756
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,58991300.0,147.9552764892578,0.15250245715594954
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,48597200.0,147.1375274658203,0.17916307603128445
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,55802400.0,148.19464111328125,0.14393249799304447
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,90956700.0,152.70228576660156,0.33109057663629454
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,86453100.0,151.4158172607422,-0.2219482404238445
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,80313700.0,152.09396362304688,0.18172000942614958
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,71115500.0,153.23085021972656,-0.07664153293185567
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,57808700.0,153.87908935546875,-0.36371712734907624
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,82278300.0,156.2625732421875,-0.17159764133058153
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,74420200.0,154.68687438964844,-0.09828828470781448
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,57305700.0,153.64971923828125,-0.048561392387930766
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,140893200.0,148.56361389160156,-0.4148341418298149
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,102404300.0,149.1420440673828,-0.12311716179644307
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,109296300.0,147.71592712402344,-0.0038730439109106955
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,83281300.0,148.6234588623047,0.04680847862424949
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,68034100.0,148.38409423828125,0.05540320989158419
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,129868800.0,145.66156005859375,-0.2256528553672326
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,123478900.0,142.55006408691406,-0.16889681294267564
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,75834000.0,143.03872680664062,0.09225086637290444
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,76404300.0,145.45213317871094,-0.22549925368820503
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,64838200.0,146.42945861816406,-0.10678224636932963
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,53477900.0,146.5192108154297,-0.17113901040446694
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,74150700.0,144.97344970703125,-0.18507304526583263
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,108972300.0,141.52288818359375,-0.17297554394478598
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,74602000.0,142.44036865234375,-0.001386505696948962
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,89056700.0,141.11399841308594,0.07499401915099538
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,94639600.0,142.26084899902344,-0.08885189287719274
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,98322000.0,138.76043701171875,-0.18575385466304628
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,80861100.0,140.72506713867188,0.10086020317480518
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,83221100.0,141.61264038085938,-0.11551025897885363
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,61732700.0,142.89910888671875,0.2328682734229255
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,58773200.0,142.51016235351562,0.08538066862055506
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,64452200.0,142.42042541503906,-0.07266349608344691
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,73035900.0,141.12396240234375,-0.27611416521776694
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,78762700.0,140.52560424804688,-0.18396363565208096
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,69907100.0,143.36782836914062,0.15484437662238876
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,67940300.0,144.44488525390625,-0.0679319373454259
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,85589200.0,146.1502227783203,0.19098977949815216
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,76378900.0,148.35418701171875,0.30437775324576366
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,58418800.0,148.8528289794922,0.10293192331989606
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,61421000.0,149.07223510742188,-0.25895159743913965
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,58883400.0,148.28439331054688,-0.3231895524111611
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,50720600.0,148.23452758789062,0.10437824241100593
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,60893400.0,148.9126739501953,0.21047178079963338
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,56094900.0,148.44395446777344,-0.04922089545891204
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,100077900.0,152.15380859375,0.046872585601845956
